host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
295202276,Elliot,downtown,belltown,47.61641,-122.34112,Entire home/apt,117.0,2,208,2024-06-07,3.58,1,317,47
295252224,Arisa,beacon hill,north beacon hill,47.58455,-122.3187,Entire home/apt,405.0,2,82,2024-06-09,1.42,1,201,25
83441897,Grace,central area,atlantic,47.59451,-122.30125,Entire home/apt,173.0,2,92,2024-06-18,1.62,2,69,16
56014166,Mara,rainier valley,rainier view,47.5057,-122.26052,Entire home/apt,225.0,1,102,2023-09-25,1.77,1,268,10
1658320,Tt,central area,madrona,47.61553,-122.28271,Entire home/apt,130.0,30,36,2023-09-03,0.62,1,132,1
12038774,Lux Stays And Yacht Rentals,downtown,belltown,47.61555,-122.34678,Entire home/apt,327.0,1,381,2024-06-23,6.59,2,35,67
121138895,Lara,delridge,high point,47.55245,-122.37478,Entire home/apt,118.0,3,106,2024-05-07,1.84,1,7,16
1103381,Alex,other neighborhoods,roosevelt,47.688,-122.3249,Entire home/apt,123.0,2,97,2024-06-11,1.69,1,144,28
257442365,Josie And Adam,downtown,first hill,47.61214,-122.3298,Entire home/apt,193.0,3,267,2024-06-16,4.64,1,256,48
45915749,Heather,other neighborhoods,laurelhurst,47.66719,-122.27265,Entire home/apt,416.0,3,23,2023-10-22,0.4,1,253,2
9753561,Julia,northgate,maple leaf,47.69847,-122.3169,Entire home/apt,295.0,30,21,2024-05-23,0.38,1,213,5
293785809,Marissa,downtown,belltown,47.61537,-122.34888,Entire home/apt,182.0,3,65,2024-06-08,1.15,1,51,16
28763024,Yoyo,beacon hill,mid-beacon hill,47.54247,-122.29954,Private room,32.0,30,5,2022-10-03,0.09,9,312,0
300549477,Nory,beacon hill,mid-beacon hill,47.54292,-122.30348,Entire home/apt,127.0,2,217,2024-06-02,4.59,1,49,50
300797655,Allison,west seattle,fairmount park,47.55315,-122.38616,Entire home/apt,120.0,2,42,2024-06-19,0.74,1,256,24
2536735,Akiko,rainier valley,brighton,47.53999,-122.27496,Entire home/apt,128.0,5,58,2024-05-30,1.01,1,288,13
116740214,Luke,capitol hill,broadway,47.63934,-122.32136,Entire home/apt,114.0,30,144,2024-04-02,2.55,7,206,5
71550190,Nicole,rainier valley,mount baker,47.56967,-122.2814,Entire home/apt,79.0,2,107,2024-06-16,1.92,1,119,13
35349062,Rhonda,west seattle,fairmount park,47.55912,-122.38392,Entire home/apt,164.0,7,42,2024-05-19,0.76,1,274,8
38118149,Eric And Olga,delridge,north delridge,47.56699,-122.36285,Private room,58.0,1,215,2024-05-31,3.81,3,143,58
55993439,Mel,capitol hill,broadway,47.62394,-122.3259,Entire home/apt,157.0,30,12,2021-07-15,0.21,6,352,0
41304049,Bryan,rainier valley,columbia city,47.55816,-122.28298,Entire home/apt,232.0,2,103,2024-04-19,1.87,1,289,17
302194048,Charles,northgate,maple leaf,47.7035,-122.31262,Entire home/apt,179.0,1,114,2024-05-26,2.08,2,106,16
66212362,Lessley,other neighborhoods,fremont,47.65668,-122.34764,Entire home/apt,152.0,1,90,2024-06-01,2.69,1,270,35
235339261,Elizabeth,ballard,adams,47.67429018,-122.3962097,Entire home/apt,145.0,30,5,2023-11-28,0.51,4,147,5
54812088,Seattle Vacation Home,other neighborhoods,fremont,47.66284,-122.3597,Entire home/apt,568.0,30,94,2024-06-10,1.69,39,328,26
54812088,Seattle Vacation Home,ballard,adams,47.67064,-122.38479,Entire home/apt,249.0,30,99,2024-06-09,1.8,39,333,20
256460775,Manuel,ballard,loyal heights,47.68061,-122.38285,Entire home/apt,118.0,4,92,2024-05-06,1.62,1,108,13
8353816,Eve,central area,leschi,47.60601685,-122.2965799,Entire home/apt,112.0,1,58,2024-06-19,3.82,1,18,45
4123883,Lola,beacon hill,north beacon hill,47.57346,-122.31202,Entire home/apt,165.0,2,271,2024-06-17,5.92,1,132,75
91317596,Claudette,central area,harrison/denny-blaine,47.62415,-122.29254,Entire home/apt,112.0,4,62,2024-05-15,1.15,1,44,17
10974920,Adrienne,delridge,south delridge,47.52076,-122.35607,Entire home/apt,174.0,3,99,2024-06-17,1.78,1,109,19
270114169,Watertown Hotel,university district,university district,47.65952,-122.31741,Private room,362.0,1,11,2022-07-31,0.22,6,360,0
88020855,Jonathan,interbay,interbay,47.65379151,-122.3830642,Entire home/apt,212.459747172322,3,92,2024-01-06,1.65,3,0,22
305497504,Colleen,other neighborhoods,wallingford,47.65949,-122.32784,Entire home/apt,105.0,30,29,2021-09-19,0.52,1,69,0
9783390,Angelika & Jim,other neighborhoods,north beach/blue ridge,47.6949,-122.37802,Entire home/apt,130.0,3,70,2024-05-16,1.28,1,18,6
54518454,Debra,downtown,central business district,47.60614,-122.33884,Entire home/apt,360.0,2,43,2024-05-22,1.05,11,269,14
84988450,Maia,other neighborhoods,bitter lake,47.72235,-122.34846,Private room,52.0,2,37,2024-06-14,0.67,2,345,5
54518454,Debra,downtown,central business district,47.60634,-122.3382,Entire home/apt,306.0,2,33,2024-05-24,0.62,11,304,13
306328906,Kerry + 3,queen anne,west queen anne,47.63806,-122.36317,Entire home/apt,500.0,5,43,2024-06-10,0.78,2,123,15
2715103,Dea And Kay,other neighborhoods,wedgwood,47.68799,-122.28824,Entire home/apt,121.0,2,122,2024-05-19,2.19,1,122,25
10210035,Tim,capitol hill,stevens,47.61655,-122.31273,Entire home/apt,100.0,30,3,2024-05-26,0.33,1,200,3
70996371,Patrick,delridge,north delridge,47.55711746,-122.3639679,Entire home/apt,273.0,2,100,2024-06-17,3.56,10,79,38
3870331,Lindsey,central area,mann,47.61279,-122.29902,Entire home/apt,160.0,2,33,2024-06-16,1.36,1,24,26
98049500,Robert,university district,university district,47.65437,-122.31183,Private room,194.0,1,312,2024-05-29,5.57,6,359,43
98049500,Robert,university district,university district,47.65439,-122.31377,Private room,233.0,1,227,2024-06-17,4.2,6,344,35
98049500,Robert,university district,university district,47.65624,-122.31358,Private room,209.0,1,23,2023-09-03,0.41,6,315,2
98049500,Robert,university district,university district,47.65668,-122.31194,Private room,189.0,1,108,2024-05-21,1.96,6,347,24
98049500,Robert,university district,university district,47.65513,-122.31401,Private room,199.0,1,124,2024-06-21,2.21,6,334,22
218247536,Mauricio,rainier valley,brighton,47.53569,-122.27315,Entire home/apt,146.0,2,181,2024-06-15,3.32,1,53,57
309736353,Tiffany,cascade,eastlake,47.64024077,-122.3255258,Entire home/apt,346.0,2,30,2024-06-09,0.56,1,43,5
10796075,Shardul,west seattle,genesee,47.56628,-122.37684,Entire home/apt,307.0,3,181,2024-06-12,3.32,1,294,22
83331742,Dewey,downtown,first hill,47.612137,-122.329803,Entire home/apt,178.0,3,233,2024-06-15,4.2,2,291,47
254408545,Deborah,capitol hill,stevens,47.62186,-122.30737,Entire home/apt,128.0,30,9,2023-07-31,0.17,1,45,1
1691585,Mike,west seattle,north admiral,47.58351,-122.37597,Entire home/apt,149.0,30,386,2023-12-02,7.03,1,90,29
14818123,Brian,central area,atlantic,47.59733,-122.30958,Entire home/apt,155.0,2,97,2024-02-02,2.45,1,81,20
2085820,Beverly,beacon hill,north beacon hill,47.56647,-122.31345,Entire home/apt,75.0,30,4,2022-07-25,0.07,2,141,0
4376788,Carla,ballard,whittier heights,47.67702484,-122.3673706,Entire home/apt,134.0,30,215,2024-06-09,4.36,8,316,42
87816533,Stefan,central area,minor,47.60443,-122.30846,Entire home/apt,103.0,3,91,2024-06-08,2.5,2,103,24
12171359,Diane,downtown,belltown,47.61492,-122.34712,Entire home/apt,225.0,3,318,2024-06-10,5.79,3,290,69
312444136,Robert,rainier valley,rainier beach,47.5176,-122.27342,Entire home/apt,326.0,30,54,2024-06-14,1.13,1,307,31
299224265,Ming,rainier valley,rainier beach,47.5126057,-122.2508691,Entire home/apt,669.0,1,62,2024-06-02,1.14,4,343,14
18342756,Becky,queen anne,east queen anne,47.63226,-122.35367,Entire home/apt,147.0,3,59,2024-06-15,1.11,2,34,16
314521613,Twenty-Nine Nights,capitol hill,broadway,47.616852,-122.32312,Entire home/apt,254.0,1,324,2024-06-18,6.0,3,335,61
314521613,Twenty-Nine Nights,queen anne,lower queen anne,47.620453,-122.356407,Entire home/apt,189.0,1,280,2024-06-23,5.2,3,353,69
253059,Marie,central area,harrison/denny-blaine,47.62268,-122.29146,Private room,130.0,2,15,2023-12-13,0.28,6,176,3
34956782,Starla,rainier valley,rainier beach,47.51303,-122.25041,Entire home/apt,250.0,30,58,2023-08-06,1.15,2,113,1
308979074,Samantha,downtown,belltown,47.61377,-122.34697,Entire home/apt,293.0,1,342,2024-06-20,7.15,2,48,70
1121532,Melissa,capitol hill,broadway,47.62321,-122.32586,Entire home/apt,157.0,30,9,2024-06-06,0.19,10,329,2
316200,William,capitol hill,montlake,47.64047,-122.32249,Entire home/apt,86.0,30,14,2024-02-01,0.29,7,265,2
9840816,Matthew,capitol hill,broadway,47.62028,-122.3219,Entire home/apt,118.0,1,325,2024-06-11,5.9,4,268,64
14239697,Sheldon,ballard,adams,47.67264,-122.39437,Entire home/apt,122.0,2,247,2024-06-07,4.5,1,139,81
299224265,Ming,rainier valley,rainier beach,47.51216823,-122.2529632,Entire home/apt,308.0,1,193,2024-05-28,3.55,4,343,35
299224265,Ming,rainier valley,rainier beach,47.51218,-122.25252,Entire home/apt,469.0,1,147,2024-05-24,2.7,4,350,19
55951081,Cary,ballard,west woodland,47.67291,-122.37502,Entire home/apt,132.0,2,129,2024-05-31,3.34,1,110,26
9429357,Steph,other neighborhoods,phinney ridge,47.68106,-122.36176,Entire home/apt,191.0,3,101,2024-06-15,3.12,1,76,32
308341497,Jocelia,west seattle,north admiral,47.57072,-122.38928,Private room,45.0,30,11,2024-06-07,0.21,1,105,2
10289892,Nick,other neighborhoods,fremont,47.65673,-122.34266,Entire home/apt,279.0,3,104,2024-05-26,2.71,3,225,29
28763024,Yoyo,seward park,seward park,47.54402,-122.26306,Private room,28.0,30,1,2022-09-11,0.05,9,284,0
44547658,Seda,west seattle,arbor heights,47.50292,-122.3816,Entire home/apt,148.0,5,113,2024-06-06,2.52,2,23,25
133871979,Joanne & Jonathan,capitol hill,broadway,47.6249822,-122.3196651,Entire home/apt,304.0,1,333,2024-06-07,6.34,1,328,36
31557123,Jen,west seattle,fauntleroy,47.52652,-122.37778,Entire home/apt,115.0,2,139,2024-06-21,2.64,1,35,36
151804061,Will,other neighborhoods,phinney ridge,47.67843,-122.34779,Entire home/apt,346.0,2,93,2024-06-13,1.74,1,142,16
315170671,Jennie,west seattle,arbor heights,47.51312,-122.37803,Entire home/apt,300.0,1,77,2023-05-28,1.45,1,5,0
111672499,Zach,downtown,belltown,47.61686,-122.34532,Entire home/apt,111.0,2,282,2024-06-05,5.34,1,6,78
145720154,Chima,rainier valley,brighton,47.54003,-122.27492,Private room,212.459747172322,1,10,2024-04-05,0.2,13,0,3
192365131,Joline,other neighborhoods,bitter lake,47.7119,-122.35053,Entire home/apt,84.0,2,99,2024-05-10,1.88,1,192,18
217390660,Janae,west seattle,alki,47.57845,-122.4116,Entire home/apt,205.0,2,115,2024-06-06,2.21,3,174,11
9129248,Ivan,beacon hill,north beacon hill,47.5885,-122.30998,Entire home/apt,281.0,3,25,2023-09-21,0.47,2,83,5
324027900,Alison,other neighborhoods,wedgwood,47.69717,-122.28951,Entire home/apt,84.0,30,39,2024-06-09,0.73,1,81,5
28420265,Sherry,central area,atlantic,47.59975,-122.30634,Entire home/apt,336.0,2,131,2024-06-02,2.44,49,239,23
42710251,Lacoovs,rainier valley,mount baker,47.58809,-122.29711,Entire home/apt,331.0,1,118,2024-06-09,2.19,1,322,43
54807176,Zena,magnolia,lawton park,47.64861,-122.38512,Entire home/apt,77.0,2,57,2023-10-08,1.06,1,42,15
84470311,Parker,capitol hill,broadway,47.62228,-122.32541,Entire home/apt,184.0,2,133,2024-05-26,2.47,1,58,28
53953964,Julie,other neighborhoods,greenwood,47.68373,-122.36376,Entire home/apt,212.459747172322,2,39,2024-01-15,0.73,1,1,11
487344448,Ricardo,downtown,belltown,47.61657,-122.34579,Entire home/apt,203.0,2,352,2024-06-20,6.52,19,136,80
177435971,Jianhua,capitol hill,broadway,47.62539,-122.32041,Entire home/apt,249.0,1,26,2024-06-15,1.89,3,229,22
3264544,Fabio,beacon hill,north beacon hill,47.58509,-122.31241,Entire home/apt,185.0,2,86,2024-06-09,1.75,6,294,34
3264544,Fabio,beacon hill,north beacon hill,47.58509,-122.31241,Entire home/apt,140.0,2,119,2024-06-05,2.23,6,301,27
238425582,Allen Lu,beacon hill,north beacon hill,47.58674,-122.31704,Entire home/apt,276.0,1,173,2024-06-17,3.23,27,234,45
73484597,Lee,rainier valley,brighton,47.54251,-122.28127,Private room,88.0,1,135,2024-06-09,2.51,15,339,9
73484597,Lee,rainier valley,brighton,47.54234,-122.28306,Private room,88.0,1,81,2023-09-21,1.52,15,332,4
73484597,Lee,rainier valley,brighton,47.54067,-122.28127,Private room,88.0,1,61,2024-06-23,1.15,15,335,6
73484597,Lee,rainier valley,brighton,47.54065,-122.28214,Private room,212.459747172322,1,1,2020-02-02,0.02,15,0,0
73484597,Lee,rainier valley,brighton,47.54131,-122.28093,Private room,88.0,1,42,2022-07-24,0.79,15,236,0
73484597,Lee,rainier valley,brighton,47.54252,-122.28104,Private room,470.0,1,11,2022-10-30,0.21,15,335,0
73484597,Lee,rainier valley,brighton,47.54064,-122.28254,Private room,212.459747172322,1,0,1900-01-01,2.2644956257811106,15,0,0
4940955,Michael,other neighborhoods,roosevelt,47.68837,-122.32553,Entire home/apt,166.0,5,29,2024-06-15,0.54,2,168,8
328809295,Ales,university district,university district,47.66843,-122.3193,Entire home/apt,100.0,2,85,2024-06-11,1.6,1,4,34
126511331,Sherrie,beacon hill,south beacon hill,47.51782,-122.28242,Entire home/apt,214.0,3,33,2023-08-16,0.69,1,151,5
107434423,Blueground,cascade,south lake union,47.6221903,-122.3345691,Entire home/apt,246.0,31,1,2021-12-24,0.03,340,296,0
8916363,Paige,queen anne,east queen anne,47.63125,-122.35155,Entire home/apt,223.0,1,350,2024-06-23,10.68,3,12,162
94871259,Stephanie,other neighborhoods,wallingford,47.66351,-122.33241,Entire home/apt,212.459747172322,4,116,2024-06-09,2.17,1,9,24
54812088,Seattle Vacation Home,magnolia,briarcliff,47.63433,-122.40007,Entire home/apt,371.0,1,21,2024-05-11,0.85,39,345,5
109645574,Jay,queen anne,west queen anne,47.63893,-122.37249,Entire home/apt,190.0,2,231,2024-06-23,4.68,4,117,60
21708595,Jonathan,other neighborhoods,green lake,47.67994,-122.34493,Entire home/apt,99.0,2,184,2024-06-14,3.43,1,289,41
28763024,Yoyo,seward park,seward park,47.54449,-122.26345,Private room,29.0,30,4,2023-02-11,0.09,9,319,0
28763024,Yoyo,seward park,seward park,47.54608,-122.26157,Private room,28.0,30,8,2022-12-31,0.15,9,280,0
89647336,John,capitol hill,broadway,47.61839,-122.32247,Entire home/apt,153.0,2,119,2024-06-15,2.38,2,136,32
1263161,Jeannette,other neighborhoods,wallingford,47.66116,-122.32626,Entire home/apt,213.0,2,34,2024-06-10,1.59,1,13,18
107434423,Blueground,cascade,south lake union,47.6202813,-122.3314007,Entire home/apt,215.0,31,1,2022-09-08,0.05,340,256,0
107434423,Blueground,cascade,south lake union,47.6202813,-122.3314007,Entire home/apt,256.0,31,0,1900-01-01,2.2644956257811106,340,304,0
107434423,Blueground,cascade,south lake union,47.618848,-122.3467506,Entire home/apt,189.0,31,2,2023-07-08,0.08,340,312,1
46188658,Pedro,downtown,belltown,47.61412,-122.3472,Entire home/apt,162.0,1,359,2024-06-08,7.18,1,245,86
107434423,Blueground,cascade,south lake union,47.618848,-122.3467506,Entire home/apt,223.0,31,3,2024-06-07,0.1,340,15,1
8291976,Marla,other neighborhoods,ravenna,47.67735,-122.30885,Entire home/apt,85.0,1,176,2024-06-21,3.5,1,260,58
107434423,Blueground,cascade,south lake union,47.6221903,-122.3345691,Entire home/apt,264.0,31,0,1900-01-01,2.2644956257811106,340,330,0
69710857,Sandy,other neighborhoods,bryant,47.66928864,-122.2833557,Entire home/apt,140.0,2,81,2024-06-21,1.55,1,28,26
107434423,Blueground,downtown,pioneer square,47.5978181,-122.3330053,Entire home/apt,197.0,31,2,2023-11-12,0.05,340,224,1
107434423,Blueground,downtown,pioneer square,47.5976701,-122.3319748,Entire home/apt,458.0,31,0,1900-01-01,2.2644956257811106,340,219,0
191960035,Janine,other neighborhoods,greenwood,47.68861,-122.35386,Private room,84.0,2,147,2024-06-11,2.89,1,128,30
87802215,Mandy,central area,minor,47.60303,-122.30752,Private room,675.0,30,7,2022-08-07,0.18,1,89,0
230287218,Dorothy,beacon hill,south beacon hill,47.52463,-122.28315,Entire home/apt,109.0,2,74,2024-06-02,1.43,5,12,12
98049500,Robert,university district,university district,47.65462,-122.31253,Private room,248.0,1,153,2024-05-25,3.09,6,330,29
10181843,Kristin & Stuart,west seattle,alki,47.5738,-122.41552,Entire home/apt,176.0,1,279,2024-06-21,6.88,1,109,73
238425582,Allen Lu,downtown,belltown,47.61406,-122.34643,Entire home/apt,331.0,1,256,2024-06-16,4.87,27,236,49
63978361,Thaison,beacon hill,mid-beacon hill,47.54714,-122.28827,Entire home/apt,216.0,2,177,2024-06-08,3.39,1,118,36
28420265,Sherry,capitol hill,broadway,47.62459,-122.32413,Entire home/apt,376.0,2,72,2024-05-30,2.84,49,276,11
253535695,Alex,queen anne,west queen anne,47.63723,-122.36632,Entire home/apt,201.0,3,90,2024-06-09,1.71,2,304,34
28420265,Sherry,capitol hill,broadway,47.62123,-122.31665,Entire home/apt,333.0,2,119,2024-06-10,3.3,49,281,39
66772521,Jessica,seward park,seward park,47.56001,-122.26737,Entire home/apt,316.0,2,171,2024-06-05,3.28,1,207,39
332037199,Hossein,northgate,maple leaf,47.69854,-122.31086,Entire home/apt,212.459747172322,2,11,2023-06-16,0.3,1,179,0
107076441,Karen,other neighborhoods,wallingford,47.65495708,-122.334998,Entire home/apt,380.0,2,119,2024-06-20,2.49,3,215,26
71751880,Xiaoxi,downtown,yesler terrace,47.60492,-122.31843,Entire home/apt,94.0,1,190,2024-06-10,3.63,3,85,27
243782841,Gwyn,ballard,sunset hill,47.66975,-122.4015,Entire home/apt,120.0,5,55,2024-06-04,1.09,1,98,14
339761193,James,ballard,whittier heights,47.68578,-122.37593,Private room,110.0,30,48,2023-09-24,0.94,1,364,13
190880343,Julia,downtown,belltown,47.61606,-122.33169,Private room,123.0,1,77,2024-06-21,1.53,4,99,44
66460783,Stefani,queen anne,west queen anne,47.63397,-122.35956,Entire home/apt,362.0,2,120,2024-06-10,2.3,1,123,33
241584087,Brian And Anh,west seattle,fairmount park,47.55868,-122.38052,Entire home/apt,214.0,2,230,2024-06-21,4.5,3,57,53
107434423,Blueground,downtown,belltown,47.61718,-122.33137,Entire home/apt,118.0,31,1,2023-12-30,0.17,340,226,1
107434423,Blueground,downtown,belltown,47.61718,-122.33137,Entire home/apt,413.0,31,3,2022-11-28,0.08,340,0,0
107434423,Blueground,downtown,belltown,47.61718,-122.33137,Entire home/apt,180.0,31,0,1900-01-01,2.2644956257811106,340,81,0
37940201,Lori,other neighborhoods,georgetown,47.54876,-122.31843,Entire home/apt,89.0,1,253,2024-06-19,5.16,1,136,67
65158746,Bryan,west seattle,alki,47.57777,-122.41131,Entire home/apt,326.0,2,102,2024-06-15,2.05,8,58,16
53454809,Phuc,central area,atlantic,47.59533,-122.30967,Entire home/apt,248.0,2,166,2024-06-10,3.48,1,30,33
55931138,Gian,delridge,roxhill,47.52968,-122.37525,Entire home/apt,145.0,2,209,2024-06-15,4.55,2,138,50
15588536,Ed,capitol hill,broadway,47.62712,-122.3166,Entire home/apt,115.0,1,231,2024-06-06,4.6,1,21,60
145720154,Chima,rainier valley,mount baker,47.56883,-122.28751,Entire home/apt,381.0,1,52,2024-05-12,1.1,13,136,26
145720154,Chima,rainier valley,mount baker,47.5671,-122.28676,Entire home/apt,208.0,1,61,2024-05-19,1.26,13,46,11
29658855,Olessia,ballard,whittier heights,47.6866385,-122.3767875,Entire home/apt,162.0,1,60,2024-05-05,1.18,2,320,16
107434423,Blueground,downtown,belltown,47.61718,-122.33137,Entire home/apt,198.0,31,0,1900-01-01,2.2644956257811106,340,74,0
639972,Eric,beacon hill,north beacon hill,47.58409,-122.31842,Entire home/apt,793.0,2,165,2024-06-21,4.33,2,202,60
19604182,Claire,capitol hill,stevens,47.62356,-122.30287,Entire home/apt,163.0,1,208,2024-06-07,4.11,1,134,39
78372476,Elta,downtown,central business district,47.60758,-122.33776,Entire home/apt,232.0,6,89,2024-06-18,1.8,2,130,25
5974613,Rebekah,west seattle,genesee,47.56604,-122.38294,Entire home/apt,133.0,3,92,2024-06-16,2.58,2,119,23
259251861,Brianna,central area,atlantic,47.594,-122.30348,Entire home/apt,75.0,30,7,2024-04-13,0.17,1,265,1
102454676,Pam And Gus,west seattle,alki,47.57766,-122.41055,Entire home/apt,711.0,31,20,2023-11-30,0.45,1,294,3
30585197,Jay,other neighborhoods,ravenna,47.68226,-122.30679,Entire home/apt,212.459747172322,7,22,2024-04-23,0.47,1,0,3
212885663,A-Team,downtown,belltown,47.61594,-122.34792,Entire home/apt,247.0,1,12,2023-06-10,0.27,2,254,0
346462113,A-Team,downtown,belltown,47.61365,-122.34709,Entire home/apt,247.0,1,109,2024-01-28,2.27,2,254,5
28763024,Yoyo,beacon hill,mid-beacon hill,47.54111,-122.29963,Private room,32.0,30,9,2024-04-19,0.19,9,275,2
34956782,Starla,rainier valley,rainier beach,47.51451,-122.25235,Entire home/apt,193.0,30,41,2021-09-14,0.83,2,166,0
16727906,Tory,other neighborhoods,fremont,47.65895,-122.36005,Entire home/apt,201.0,2,118,2024-06-21,2.43,2,28,22
6601753,Isabel,other neighborhoods,roosevelt,47.68384,-122.3156,Entire home/apt,100.0,3,81,2024-05-15,1.64,1,17,18
52272417,Emma,downtown,first hill,47.6138,-122.32241,Entire home/apt,212.459747172322,1,147,2024-06-08,3.14,3,336,58
400489936,Allen Lu,lake city,olympic hills,47.73313,-122.29503,Entire home/apt,111.0,1,102,2024-05-30,2.06,5,249,25
158104730,Wenny,northgate,north college park,47.69930649,-122.340065,Entire home/apt,114.0,90,1,2024-04-25,0.49,1,228,1
335973028,James,rainier valley,columbia city,47.56716,-122.29402,Entire home/apt,187.0,2,65,2024-05-12,1.36,1,123,11
42619492,Kari,delridge,riverview,47.5536,-122.35723,Private room,212.459747172322,30,19,2024-06-19,0.44,6,17,6
42619492,Kari,delridge,riverview,47.55526,-122.35736,Private room,50.0,30,19,2023-10-16,0.39,6,62,1
20493911,Kevin,downtown,belltown,47.61266,-122.34624,Hotel room,184.0,1,419,2024-06-20,8.6,7,314,85
27705800,Katherine,ballard,adams,47.66851,-122.38329,Entire home/apt,90.0,90,8,2024-01-29,0.19,1,239,1
349832761,Shawna,delridge,high point,47.54702,-122.37639,Entire home/apt,214.0,2,225,2024-06-20,4.66,1,278,50
13931470,Eli,other neighborhoods,ravenna,47.68,-122.30942,Entire home/apt,110.0,30,6,2021-11-02,0.13,1,111,0
346462113,A-Team,queen anne,lower queen anne,47.62028,-122.35836,Entire home/apt,246.0,1,72,2024-03-03,1.49,2,257,9
4859351,Carly,magnolia,lawton park,47.65818,-122.39934,Entire home/apt,152.0,2,186,2024-06-07,4.17,1,113,45
621691,Rachael,other neighborhoods,ravenna,47.67267,-122.30149,Entire home/apt,160.0,2,51,2024-06-15,1.05,2,26,21
3074414,Melissa,other neighborhoods,bryant,47.67685,-122.28958,Entire home/apt,135.0,30,4,2021-09-27,0.09,132,249,0
230287218,Dorothy,beacon hill,south beacon hill,47.52238,-122.28208,Private room,90.0,2,85,2024-06-01,1.81,5,8,22
277886691,Lynh,other neighborhoods,ravenna,47.67848,-122.29351,Entire home/apt,421.0,2,57,2024-06-10,1.21,1,109,16
9065858,Briana,queen anne,north queen anne,47.63999,-122.36362,Entire home/apt,389.0,2,34,2024-06-18,0.76,1,308,11
5554259,Jonathan,west seattle,alki,47.56880951,-122.4086533,Entire home/apt,373.0,2,86,2024-06-14,2.14,1,131,19
48674965,Marcy,west seattle,fairmount park,47.55096,-122.38516,Entire home/apt,89.0,30,77,2022-05-02,1.61,2,294,0
295949636,Khynna,other neighborhoods,laurelhurst,47.6599,-122.27196,Entire home/apt,900.0,30,4,2022-08-20,0.1,1,154,0
19755747,Kemal,capitol hill,broadway,47.62614,-122.32001,Entire home/apt,213.0,1,192,2024-06-14,4.06,2,61,60
109645574,Jay,queen anne,west queen anne,47.63847,-122.37219,Entire home/apt,206.0,2,210,2024-06-15,4.55,4,122,68
230287218,Dorothy,beacon hill,south beacon hill,47.52429,-122.28128,Private room,71.0,2,57,2024-05-25,1.22,5,7,12
32689598,Lori,capitol hill,broadway,47.62176,-122.32555,Entire home/apt,152.0,30,13,2023-08-27,0.28,3,304,1
86893100,Larissa,queen anne,lower queen anne,47.62781,-122.35356,Entire home/apt,150.0,2,219,2024-06-22,4.66,3,281,59
219526255,Sonder (Seattle),capitol hill,broadway,47.61473,-122.31604,Entire home/apt,181.0,1,92,2024-06-01,1.98,21,215,11
219526255,Sonder (Seattle),capitol hill,broadway,47.61558,-122.31578,Entire home/apt,382.0,1,22,2024-05-02,0.46,21,312,5
219526255,Sonder (Seattle),capitol hill,broadway,47.61467,-122.31435,Entire home/apt,402.0,1,59,2024-06-03,1.24,21,292,13
219526255,Sonder (Seattle),central area,minor,47.61337,-122.31435,Entire home/apt,513.0,1,86,2024-06-07,1.81,21,358,18
80780128,Justin And Chris,cascade,eastlake,47.63762,-122.3244,Entire home/apt,163.0,1,209,2024-05-24,4.68,2,152,46
8009691,Enclaves,west seattle,alki,47.58896543,-122.3939653,Entire home/apt,306.0,30,21,2021-09-16,0.46,10,287,0
108351412,Bart,queen anne,north queen anne,47.64982,-122.37218,Entire home/apt,120.0,3,66,2024-06-12,1.72,1,52,25
12929465,Jon,west seattle,north admiral,47.57982,-122.3996,Entire home/apt,106.0,2,172,2024-06-21,3.63,2,45,48
177435971,Jianhua,central area,minor,47.60679,-122.31487,Entire home/apt,309.0,1,0,1900-01-01,2.2644956257811106,3,160,0
116778777,Lynn,rainier valley,brighton,47.53262,-122.27418,Entire home/apt,68.0,6,33,2024-05-16,0.72,1,61,8
152359404,Bahia,other neighborhoods,crown hill,47.69297,-122.37988,Entire home/apt,166.0,2,72,2024-06-18,1.53,1,114,19
19403115,Vince,ballard,west woodland,47.67007,-122.37258,Entire home/apt,351.0,1,256,2024-06-16,5.45,5,342,41
12621577,Brad,capitol hill,stevens,47.62233,-122.30047,Entire home/apt,289.0,3,25,2024-04-06,0.68,2,81,14
42619492,Kari,delridge,riverview,47.55342,-122.3572,Private room,50.0,75,6,2024-05-31,0.14,6,76,1
324764569,Kelly,west seattle,north admiral,47.57501,-122.38022,Entire home/apt,265.0,3,23,2024-03-24,0.6,1,341,4
48869167,Christopher,rainier valley,brighton,47.53347,-122.28069,Entire home/apt,206.0,2,112,2024-06-13,2.42,2,70,19
22311983,Kari,other neighborhoods,bryant,47.66472244,-122.2833557,Entire home/apt,229.0,3,32,2024-06-01,2.13,1,113,23
3074414,Melissa,other neighborhoods,green lake,47.67923,-122.32475,Entire home/apt,126.0,30,11,2023-09-09,0.23,132,339,1
84774732,Mardy And Kate,west seattle,alki,47.5772,-122.41413,Entire home/apt,250.0,2,133,2024-06-23,3.22,2,223,39
3074414,Melissa,other neighborhoods,ravenna,47.66561,-122.29508,Private room,73.0,30,5,2023-11-17,0.11,132,152,1
