host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
398317720,Joanne,ballard,west woodland,47.66730965,-122.3706798,Entire home/apt,267.0,1,103,2024-06-08,3.58,66,328,26
178613587,Terry,beacon hill,north beacon hill,47.57221,-122.31316,Entire home/apt,153.0,2,103,2024-06-12,3.64,1,211,60
398317720,Joanne,capitol hill,broadway,47.6250171,-122.3195815,Entire home/apt,305.0,1,166,2024-06-09,5.76,66,319,49
142452670,Casey,other neighborhoods,greenwood,47.68537,-122.35921,Entire home/apt,129.0,2,56,2024-04-12,2.07,1,141,18
444050089,Ana Y Pilar,other neighborhoods,green lake,47.68977,-122.34367,Entire home/apt,118.0,30,26,2024-03-25,0.95,1,179,8
107434423,Blueground,ballard,adams,47.6688791,-122.3888609,Entire home/apt,158.0,31,0,1900-01-01,2.2644956257811106,340,267,0
107434423,Blueground,ballard,adams,47.6688791,-122.3888609,Entire home/apt,310.0,31,1,2024-04-30,0.53,340,329,1
107434423,Blueground,ballard,adams,47.6688791,-122.3888609,Entire home/apt,209.0,31,1,2024-01-25,0.2,340,360,1
25110157,Eva And Sid,central area,minor,47.603813,-122.311531,Entire home/apt,474.0,2,91,2024-06-16,3.17,33,39,21
27322552,Garrett,west seattle,alki,47.57153,-122.40978,Entire home/apt,500.0,4,4,2022-02-25,0.14,1,5,0
213636683,Seema,ballard,west woodland,47.66564,-122.36603,Entire home/apt,653.0,31,0,1900-01-01,2.2644956257811106,6,145,0
4454015,Molly,delridge,riverview,47.53474432,-122.3511791,Entire home/apt,129.0,2,0,1900-01-01,2.2644956257811106,1,151,0
107434423,Blueground,capitol hill,broadway,47.6147914,-122.3241732,Entire home/apt,192.0,31,0,1900-01-01,2.2644956257811106,340,297,0
107434423,Blueground,cascade,south lake union,47.62327194,-122.3310089,Entire home/apt,246.0,31,0,1900-01-01,2.2644956257811106,340,340,0
107434423,Blueground,cascade,south lake union,47.62327194,-122.3310089,Entire home/apt,222.0,31,0,1900-01-01,2.2644956257811106,340,328,0
38719999,Skye,capitol hill,portage bay,47.64375,-122.31847,Entire home/apt,550.0,5,1,2022-07-20,0.04,1,112,0
25721280,Megan,other neighborhoods,bryant,47.6713483,-122.2874826,Entire home/apt,84.0,1,11,2024-06-22,3.3,1,143,11
1331150,Keavy,northgate,north college park,47.69758,-122.33909,Entire home/apt,98.0,30,38,2024-03-24,1.78,1,174,18
107434423,Blueground,capitol hill,broadway,47.6147914,-122.3241732,Entire home/apt,200.0,31,0,1900-01-01,2.2644956257811106,340,0,0
121688409,Evolve,central area,atlantic,47.59261,-122.30312,Entire home/apt,219.0,30,21,2023-08-01,0.78,47,266,6
5944038,Giselle,west seattle,genesee,47.56466,-122.38318,Entire home/apt,239.0,2,63,2024-06-23,2.43,1,138,29
11640857,Kristi,other neighborhoods,greenwood,47.68535,-122.34769,Entire home/apt,227.0,2,44,2024-06-23,1.58,2,152,6
398317720,Joanne,capitol hill,broadway,47.62793078,-122.3232227,Entire home/apt,249.0,1,126,2024-06-06,4.44,66,328,35
445730498,Truc,rainier valley,dunlap,47.527142,-122.27256,Entire home/apt,300.0,2,36,2023-11-02,1.3,1,360,3
83220617,Alexia,rainier valley,rainier beach,47.50786,-122.26455,Entire home/apt,75.0,30,6,2024-06-17,0.27,1,312,4
143060164,Robert,downtown,central business district,47.6073,-122.33969,Entire home/apt,333.0,2,274,2024-06-23,9.76,4,61,146
446091463,Instastay,delridge,north delridge,47.56586,-122.36474,Private room,90.0,30,24,2022-06-29,0.85,1,321,0
9060841,Ruby,queen anne,east queen anne,47.63815,-122.35261,Entire home/apt,650.0,2,62,2023-12-26,2.38,5,40,15
116014021,Jacqueline And Caleb,west seattle,alki,47.57061,-122.408,Entire home/apt,120.0,2,76,2024-06-21,3.28,1,17,35
200662655,Korina,seward park,seward park,47.550888,-122.264282,Entire home/apt,155.0,2,44,2024-06-16,1.65,1,267,13
241568755,Jen,other neighborhoods,greenwood,47.70245,-122.36159,Entire home/apt,212.459747172322,30,13,2023-07-24,0.55,8,328,1
50402335,Mei,downtown,belltown,47.61377,-122.34701,Entire home/apt,606.0,2,103,2024-06-20,3.71,1,315,37
107434423,Blueground,downtown,belltown,47.614418,-122.341721,Entire home/apt,212.459747172322,31,0,1900-01-01,2.2644956257811106,340,314,0
10351635,Maranda,other neighborhoods,ravenna,47.68442,-122.30204,Entire home/apt,147.0,1,158,2024-06-12,5.68,1,326,55
179254749,Andrew,downtown,central business district,47.60701,-122.33979,Entire home/apt,137.0,1,148,2024-06-14,5.23,4,133,45
386420269,Kathryn And Mike,downtown,belltown,47.61401,-122.34696,Entire home/apt,391.0,2,121,2024-06-01,4.28,30,140,43
110276146,Shajji,other neighborhoods,wallingford,47.66055,-122.32849,Entire home/apt,114.0,2,96,2024-06-02,3.69,4,39,40
3074414,Melissa,university district,university district,47.6629,-122.30456,Entire home/apt,150.0,30,10,2023-11-26,0.75,132,133,9
107434423,Blueground,downtown,belltown,47.614418,-122.341721,Entire home/apt,148.0,31,0,1900-01-01,2.2644956257811106,340,282,0
107434423,Blueground,downtown,belltown,47.614418,-122.341721,Entire home/apt,196.0,31,1,2023-05-26,0.08,340,296,0
71132731,Dani,other neighborhoods,greenwood,47.6923,-122.36141,Entire home/apt,150.0,1,124,2024-06-21,4.59,2,91,36
177435971,Jianhua,central area,madrona,47.618309,-122.29512,Entire home/apt,304.0,1,14,2024-06-12,1.11,3,143,13
124146824,Leah,lake city,matthews beach,47.69794,-122.28756,Entire home/apt,218.0,1,40,2024-06-09,1.72,1,147,13
63986971,Alice,west seattle,north admiral,47.57681,-122.39013,Entire home/apt,135.0,5,39,2024-06-01,1.38,2,93,18
446875676,Rachel,downtown,first hill,47.6114,-122.329,Entire home/apt,235.0,3,12,2024-04-01,0.54,1,278,7
28420265,Sherry,beacon hill,north beacon hill,47.58651,-122.31051,Entire home/apt,485.0,2,12,2024-02-06,0.49,49,166,1
28420265,Sherry,beacon hill,mid-beacon hill,47.55272,-122.3011,Entire home/apt,424.0,30,9,2024-03-10,0.4,49,314,7
758632,Katie,west seattle,gatewood,47.52967,-122.38254,Entire home/apt,103.0,1,150,2024-06-16,6.48,1,155,84
281964950,Anna,queen anne,lower queen anne,47.6299,-122.36172,Entire home/apt,1817.0,3,9,2023-11-26,0.47,1,351,7
435998927,Marvin,capitol hill,stevens,47.61798,-122.30703,Entire home/apt,188.0,2,119,2024-06-02,4.6,1,202,69
446085930,Adis,central area,minor,47.60397,-122.31539,Entire home/apt,165.0,2,115,2024-06-13,4.28,1,186,46
447294178,Alaina,northgate,haller lake,47.72688,-122.32774,Entire home/apt,90.0,30,5,2024-05-28,0.2,1,172,3
298721073,Ariaan,other neighborhoods,bryant,47.66924,-122.28287,Entire home/apt,187.0,2,66,2024-06-12,2.46,7,158,19
6909470,Kristin,ballard,west woodland,47.66894,-122.37388,Entire home/apt,275.0,3,11,2023-06-25,0.4,1,9,1
4071088,David,other neighborhoods,fremont,47.657852,-122.358849,Entire home/apt,204.0,1,197,2024-06-21,7.01,1,89,82
71978718,Michael,queen anne,north queen anne,47.65145,-122.36475,Entire home/apt,212.459747172322,30,10,2024-06-01,0.39,2,0,5
447658179,Hai,other neighborhoods,wedgwood,47.68738,-122.28602,Entire home/apt,112.0,1,81,2024-06-21,2.9,1,43,43
38703796,Betty,northgate,north college park,47.69216,-122.34258,Private room,89.0,4,48,2024-06-15,2.25,1,17,25
1606510,Debra Ann,lake city,olympic hills,47.72629,-122.30326,Entire home/apt,89.0,30,7,2024-06-02,0.29,1,126,2
428155868,Thu,beacon hill,south beacon hill,47.52213,-122.28258,Entire home/apt,136.0,1,96,2024-06-06,3.51,1,79,43
425623610,Courtney,west seattle,alki,47.577045,-122.416275,Entire home/apt,325.0,1,145,2024-06-20,5.47,1,304,57
30926844,Kiernan,capitol hill,madison park,47.6403,-122.27882,Entire home/apt,299.0,1,9,2023-09-03,0.42,1,62,7
7697679,Debby,other neighborhoods,wallingford,47.65952,-122.33268,Entire home/apt,210.0,2,6,2023-08-02,0.24,2,31,2
65158746,Bryan,magnolia,lawton park,47.65234,-122.38508,Entire home/apt,235.0,2,64,2024-06-15,2.34,8,65,20
8873662,Amy,northgate,north college park,47.6939657,-122.3374365,Entire home/apt,229.0,3,40,2024-06-07,3.05,1,68,35
6179105,Seth,delridge,south delridge,47.5249,-122.36095,Entire home/apt,90.0,2,114,2024-06-18,4.23,3,100,51
159891328,Emily,beacon hill,north beacon hill,47.5779,-122.3133,Entire home/apt,119.0,1,168,2024-06-07,6.15,1,51,86
92742089,Crystal,rainier valley,mount baker,47.56551,-122.28677,Private room,95.0,14,38,2024-06-09,1.39,13,56,6
76815241,Jordan,cascade,eastlake,47.64003,-122.32353,Entire home/apt,585.0,2,89,2024-05-14,3.22,1,318,29
107434423,Blueground,capitol hill,broadway,47.6146542,-122.3223223,Entire home/apt,153.0,31,1,2022-04-22,0.04,340,145,0
4376788,Carla,capitol hill,montlake,47.64069,-122.31866,Entire home/apt,154.0,2,93,2024-06-18,3.6,8,139,37
4376788,Carla,capitol hill,montlake,47.63877,-122.31895,Entire home/apt,204.0,30,92,2024-06-20,3.55,8,319,27
72193598,Sai,capitol hill,broadway,47.61546,-122.31724,Entire home/apt,116.0,30,8,2024-04-12,0.31,1,187,4
5738017,Mary,central area,mann,47.61596246,-122.2968624,Entire home/apt,164.0,3,34,2024-06-15,2.91,1,81,34
241568755,Jen,other neighborhoods,greenwood,47.70211,-122.36142,Entire home/apt,212.459747172322,30,11,2022-10-17,0.42,8,321,0
2085932,Jarlath,west seattle,alki,47.57395,-122.40515,Entire home/apt,185.0,2,27,2023-12-31,1.0,1,67,8
74251324,Solee,west seattle,north admiral,47.58019,-122.40121,Private room,100.0,2,5,2024-06-17,5.0,1,37,5
99259012,Jeff,other neighborhoods,fremont,47.659164,-122.353409,Entire home/apt,129.0,2,127,2024-06-18,4.85,1,118,51
230573073,Rene',rainier valley,rainier view,47.50155,-122.24087,Entire home/apt,428.0,3,43,2024-06-15,1.75,1,66,22
398317720,Joanne,other neighborhoods,fremont,47.6611,-122.34723,Entire home/apt,222.0,1,86,2024-06-10,3.12,66,330,21
38770752,George,queen anne,west queen anne,47.63817,-122.37358,Entire home/apt,190.0,2,64,2024-06-12,2.51,1,12,26
26231999,Natalie,magnolia,briarcliff,47.63731,-122.40981,Entire home/apt,170.0,30,2,2022-07-01,0.08,2,236,0
123468144,Wish,rainier valley,rainier beach,47.5126575,-122.2735086,Entire home/apt,289.0,1,29,2024-04-14,1.05,16,136,7
107434423,Blueground,downtown,belltown,47.614418,-122.341721,Entire home/apt,212.459747172322,31,1,2023-08-31,0.1,340,329,1
107434423,Blueground,queen anne,lower queen anne,47.6258,-122.3441,Entire home/apt,212.459747172322,31,0,1900-01-01,2.2644956257811106,340,207,0
107434423,Blueground,other neighborhoods,wallingford,47.6548081,-122.3421263,Entire home/apt,178.0,31,0,1900-01-01,2.2644956257811106,340,239,0
142348751,Peter,ballard,sunset hill,47.6798,-122.39638,Entire home/apt,120.0,2,88,2024-06-23,3.23,1,254,48
51856061,Maggie,other neighborhoods,phinney ridge,47.67044,-122.35593,Entire home/apt,160.0,28,18,2024-06-23,0.71,1,188,8
107434423,Blueground,capitol hill,broadway,47.6146542,-122.3223223,Entire home/apt,166.0,31,1,2023-03-05,0.06,340,326,0
386420269,Kathryn And Mike,downtown,belltown,47.61431,-122.34658,Entire home/apt,327.0,2,128,2024-06-06,4.64,30,140,48
13011243,David,other neighborhoods,wallingford,47.66049,-122.32268,Entire home/apt,108.0,2,87,2024-06-23,4.18,1,270,54
450035777,Kim,rainier valley,rainier view,47.50128,-122.26326,Entire home/apt,115.0,28,16,2024-01-31,0.6,1,339,12
92742089,Crystal,other neighborhoods,roosevelt,47.6797,-122.31765,Entire home/apt,363.0,1,102,2024-06-15,3.79,13,128,44
4161509,Suki,capitol hill,broadway,47.61718,-122.31859,Entire home/apt,355.0,2,148,2024-06-22,6.22,1,19,72
3974279,Christian & Jen,other neighborhoods,wallingford,47.66091,-122.33936,Entire home/apt,150.0,2,116,2024-06-09,4.23,2,47,39
249472802,Peter,seward park,seward park,47.554329,-122.266624,Entire home/apt,119.0,2,30,2024-06-16,2.03,1,276,20
78465423,Jeffrey,rainier valley,rainier beach,47.5099,-122.2613,Entire home/apt,121.0,3,39,2024-06-19,1.66,1,153,20
450366191,Christopher,central area,atlantic,47.59387,-122.30623,Entire home/apt,78.0,1,203,2024-06-07,7.45,1,69,77
40306585,Dave And Martha,delridge,highland park,47.530495,-122.34832,Entire home/apt,247.0,2,20,2024-06-06,0.87,3,122,5
375701490,Andrew,other neighborhoods,green lake,47.68268977,-122.3412431,Entire home/apt,150.0,4,0,1900-01-01,2.2644956257811106,2,142,0
314324381,Sophari,cascade,eastlake,47.63957,-122.32353,Entire home/apt,874.0,3,27,2024-05-19,1.06,12,201,16
299301044,Darcy,capitol hill,stevens,47.63608,-122.30667,Entire home/apt,259.0,3,71,2024-06-17,2.71,1,300,35
37580299,Marc,magnolia,lawton park,47.6514,-122.38341,Entire home/apt,403.0,4,40,2024-06-23,1.69,2,330,16
13936276,Brad And Jamaica,west seattle,alki,47.59061,-122.38257,Entire home/apt,249.0,2,100,2024-06-16,3.69,1,109,43
439304067,Stacey,queen anne,east queen anne,47.64039,-122.34511,Entire home/apt,309.0,1,42,2024-06-16,1.66,1,267,21
7881708,Nathan,rainier valley,rainier beach,47.50992,-122.25152,Entire home/apt,235.0,2,76,2024-06-20,2.84,1,347,38
28420265,Sherry,beacon hill,south beacon hill,47.53638,-122.28969,Entire home/apt,405.0,30,14,2022-11-13,0.57,49,283,0
432675332,Thang,cascade,westlake,47.6371,-122.34322,Entire home/apt,195.0,2,91,2024-06-09,3.74,1,308,42
259411183,David,capitol hill,broadway,47.61925,-122.3149,Entire home/apt,387.0,2,87,2024-06-24,3.61,1,270,41
13779845,Aurora,queen anne,north queen anne,47.64384,-122.35006,Entire home/apt,141.0,2,13,2024-06-16,4.53,1,19,13
3074414,Melissa,university district,university district,47.66276,-122.31492,Entire home/apt,110.0,30,2,2023-09-10,0.08,132,41,1
73668714,Emma,west seattle,north admiral,47.57969,-122.37709,Entire home/apt,212.0,1,75,2024-06-15,2.77,5,246,33
451414528,Nona,other neighborhoods,wallingford,47.661003,-122.338234,Entire home/apt,176.0,1,109,2024-06-20,4.02,2,204,54
386420269,Kathryn And Mike,downtown,belltown,47.6144,-122.34918,Entire home/apt,192.0,2,98,2024-05-30,3.61,30,178,36
398317720,Joanne,queen anne,north queen anne,47.6496132,-122.3592132,Entire home/apt,218.0,1,120,2024-06-08,4.41,66,295,43
176643329,Emily,lake city,cedar park,47.73181,-122.2878,Entire home/apt,695.0,3,26,2024-05-22,0.97,1,222,10
18020488,Tyler And Angie,west seattle,fairmount park,47.55785,-122.38535,Entire home/apt,155.0,2,92,2024-06-09,3.82,8,164,44
127069597,Richard,rainier valley,dunlap,47.52461,-122.27571,Private room,38.0,30,4,2023-08-15,0.16,1,174,1
50201,Evonne,central area,leschi,47.60789,-122.29099,Entire home/apt,600.0,300,0,1900-01-01,2.2644956257811106,1,364,0
2996095,Des,delridge,south delridge,47.5228,-122.3559,Entire home/apt,128.0,2,62,2024-06-09,2.48,1,41,32
107434423,Blueground,ballard,west woodland,47.6691993,-122.3740343,Entire home/apt,124.0,31,1,2022-05-08,0.04,340,358,0
107434423,Blueground,ballard,west woodland,47.6691993,-122.3740343,Entire home/apt,354.0,31,1,2023-04-23,0.07,340,283,0
107434423,Blueground,ballard,west woodland,47.6691993,-122.3740343,Entire home/apt,160.0,31,1,2024-04-30,0.54,340,311,1
68536617,James,rainier valley,mount baker,47.58404,-122.29187,Entire home/apt,128.0,1,102,2024-06-20,4.53,1,20,56
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,561.0,2,8,2023-11-26,0.39,40,307,4
452014951,Level Seattle,cascade,south lake union,47.62156,-122.33631,Entire home/apt,555.0,2,31,2024-04-07,1.5,40,312,20
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,511.0,2,82,2024-06-08,3.54,40,317,13
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,501.0,2,118,2024-06-08,5.58,40,311,38
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,403.0,2,49,2024-04-13,1.95,40,290,5
441179930,Grant,central area,madrona,47.60877,-122.29549,Entire home/apt,151.0,4,64,2024-06-18,2.46,1,106,28
54132032,Zoe,other neighborhoods,ravenna,47.66976,-122.2992,Entire home/apt,103.0,1,57,2024-06-23,2.32,1,135,33
65159031,Deepa,beacon hill,mid-beacon hill,47.54749,-122.2883,Entire home/apt,179.0,2,48,2024-06-06,1.79,8,16,41
398317720,Joanne,magnolia,lawton park,47.66152,-122.39944,Entire home/apt,214.0,1,135,2024-06-01,5.01,66,323,47
5163147,Zenobia,magnolia,southeast magnolia,47.64609,-122.39763,Entire home/apt,99.0,1,121,2024-06-04,4.51,1,124,50
3147600,Mellington,capitol hill,stevens,47.6261,-122.30131,Entire home/apt,574.0,30,31,2023-10-08,1.25,3,283,13
96383376,Miranda,capitol hill,broadway,47.622459,-122.317574,Entire home/apt,358.0,2,95,2024-06-09,3.59,1,206,51
26069638,Helen,beacon hill,north beacon hill,47.58949,-122.31419,Private room,62.0,1,120,2024-06-05,5.66,1,331,69
30847377,Suparna,queen anne,west queen anne,47.63951,-122.37104,Private room,126.0,1,67,2024-06-02,2.53,1,315,20
14372381,Sarah,ballard,sunset hill,47.6747,-122.40106,Entire home/apt,130.0,3,61,2024-06-16,2.93,1,18,36
48441443,Savannah,central area,minor,47.61171,-122.31335,Private room,80.0,30,2,2023-09-10,0.09,5,364,1
51704372,Hemant,downtown,belltown,47.61826,-122.34692,Entire home/apt,166.0,1,72,2024-05-27,2.77,1,202,32
17640965,Gloria,central area,harrison/denny-blaine,47.62271736,-122.2922523,Entire home/apt,149.0,30,2,2023-08-26,0.17,2,206,2
453353233,Thomas,other neighborhoods,crown hill,47.69992012,-122.3753386,Private room,95.0,1,20,2024-06-17,1.74,3,7,20
424482132,Julie,northgate,maple leaf,47.69228,-122.31311,Entire home/apt,84.0,2,127,2024-06-18,5.07,1,264,64
41947998,Muni,beacon hill,north beacon hill,47.5814,-122.31366,Entire home/apt,229.0,1,16,2024-05-28,0.88,2,351,11
23536378,Steven,ballard,whittier heights,47.68246,-122.37181,Entire home/apt,179.0,2,16,2023-08-15,0.78,1,24,5
419524150,Malika,delridge,south delridge,47.522369,-122.357536,Entire home/apt,191.0,1,68,2024-06-11,2.57,1,272,32
150488044,Toni Marie,downtown,belltown,47.617496,-122.346306,Entire home/apt,177.0,2,118,2024-06-19,4.58,1,228,68
107434423,Blueground,queen anne,lower queen anne,47.6258042,-122.3441011,Entire home/apt,141.0,31,1,2022-12-14,0.05,340,97,0
238425582,Allen Lu,downtown,belltown,47.61536,-122.34855,Entire home/apt,336.0,1,174,2024-06-19,6.53,27,221,73
66843233,Keith,downtown,belltown,47.61561,-122.33203,Private room,145.0,30,4,2022-06-06,0.15,1,89,0
107434423,Blueground,rainier valley,columbia city,47.5612311,-122.2928934,Entire home/apt,104.0,31,0,1900-01-01,2.2644956257811106,340,78,0
107434423,Blueground,rainier valley,columbia city,47.5612311,-122.2928934,Entire home/apt,139.0,31,4,2023-07-22,0.2,340,328,1
87980538,Karen,other neighborhoods,wallingford,47.66753,-122.33155,Entire home/apt,129.0,30,11,2024-05-09,0.47,1,50,7
37742753,Amanda,other neighborhoods,wallingford,47.66234,-122.33922,Entire home/apt,125.0,2,48,2024-06-16,2.39,1,128,33
121377906,Glen,northgate,pinehurst,47.71174,-122.32295,Entire home/apt,237.0,2,98,2024-06-02,3.82,1,123,46
12488311,Kim,ballard,west woodland,47.66654,-122.36845,Entire home/apt,334.0,3,22,2024-06-17,0.94,1,53,10
171628253,Nanda And Dave,lake city,victory heights,47.70256,-122.30225,Entire home/apt,86.0,30,14,2023-09-24,0.56,1,296,7
25361693,Tobie,downtown,first hill,47.612137,-122.329803,Entire home/apt,238.0,3,74,2024-05-27,2.82,1,73,26
289666185,Nhat,rainier valley,brighton,47.53833,-122.27479,Entire home/apt,514.0,2,54,2024-06-12,2.1,4,322,21
152734194,Ella,central area,minor,47.60228,-122.3125,Entire home/apt,48.0,30,120,2024-04-03,4.54,3,348,46
55668955,Kathleen,other neighborhoods,greenwood,47.68582153,-122.3585739,Entire home/apt,125.0,1,35,2024-06-22,1.59,1,130,31
3401560,Kalene,west seattle,genesee,47.56953575,-122.37831,Entire home/apt,231.0,2,57,2024-06-16,4.57,1,303,55
1543665,Kaela,capitol hill,broadway,47.61788,-122.32528,Entire home/apt,220.0,4,23,2024-05-31,0.97,3,349,12
82555495,Brian,capitol hill,stevens,47.61732173,-122.3102391,Entire home/apt,173.0,1,35,2024-06-22,3.76,2,341,35
10457748,Dakota,capitol hill,broadway,47.62274775,-122.3242961,Entire home/apt,222.0,4,3,2023-06-23,0.22,1,317,0
69399109,Kevin,capitol hill,stevens,47.6241,-122.3012,Entire home/apt,168.0,1,60,2024-06-09,2.33,1,63,28
54812088,Seattle Vacation Home,central area,mann,47.62203,-122.29722,Entire home/apt,330.0,1,44,2024-06-21,1.73,39,358,12
158715708,Valta,downtown,central business district,47.61316,-122.33086,Entire home/apt,268.0,1,103,2024-06-08,3.93,15,281,35
54812088,Seattle Vacation Home,delridge,high point,47.54615,-122.36329,Entire home/apt,413.0,1,32,2024-06-10,1.39,39,354,15
158715708,Valta,central area,mann,47.61489678,-122.3006609,Entire home/apt,247.0,1,90,2024-06-22,3.53,15,175,44
706333,Jen,ballard,adams,47.67358,-122.389687,Entire home/apt,100.0,2,120,2024-06-21,4.71,1,78,48
455695696,Hung,capitol hill,broadway,47.61891,-122.32166,Entire home/apt,137.0,1,92,2024-06-17,3.54,2,295,45
11019796,Rick,downtown,belltown,47.61637,-122.34567,Entire home/apt,214.0,1,90,2024-06-23,4.29,1,16,43
41320477,Sicong,queen anne,lower queen anne,47.62627,-122.36065,Entire home/apt,372.0,2,79,2024-06-02,3.09,1,150,28
1608733,Bean,downtown,international district,47.60085,-122.32691,Private room,137.0,1,24,2024-05-26,1.21,18,169,15
33439044,Aharon,central area,atlantic,47.59639,-122.31092,Entire home/apt,186.0,300,0,1900-01-01,2.2644956257811106,1,364,0
12778397,Shannon,central area,madrona,47.6148934,-122.2905254,Entire home/apt,110.0,30,2,2024-06-01,0.83,2,140,2
17467433,Ryan,downtown,belltown,47.61741,-122.34737,Entire home/apt,351.0,1,106,2024-06-10,4.23,2,74,44
60074021,Chelsi,other neighborhoods,south park,47.52727,-122.31885,Entire home/apt,160.0,30,4,2023-07-07,0.18,1,172,1
21829341,Mun,northgate,haller lake,47.72583,-122.32695,Entire home/apt,307.0,2,34,2023-11-26,1.33,1,325,11
40306585,Dave And Martha,delridge,south delridge,47.525394,-122.358124,Entire home/apt,136.0,2,98,2024-06-23,3.81,3,129,39
37580299,Marc,magnolia,lawton park,47.65071,-122.38734,Entire home/apt,301.0,4,115,2024-06-18,4.51,2,331,62
455238316,Anirudh,central area,atlantic,47.59307,-122.30339,Entire home/apt,106.0,2,80,2024-06-17,3.05,1,170,44
446550842,Stay Flourish,lake city,victory heights,47.71462,-122.30482,Entire home/apt,336.0,1,47,2024-02-19,1.88,1,21,11
28653007,Andrew,other neighborhoods,fremont,47.651348,-122.345764,Entire home/apt,325.0,5,9,2024-03-29,0.48,4,323,6
55277945,Nick,other neighborhoods,greenwood,47.692947,-122.3589331,Entire home/apt,129.0,30,3,2023-12-01,0.3,1,266,3
3900912,Andrew,magnolia,lawton park,47.65304903,-122.3939381,Entire home/apt,145.0,3,5,2024-06-17,4.05,1,171,5
107434423,Blueground,downtown,central business district,47.610598,-122.3398258,Entire home/apt,212.459747172322,31,0,1900-01-01,2.2644956257811106,340,329,0
107434423,Blueground,downtown,central business district,47.610598,-122.3398258,Entire home/apt,140.0,31,0,1900-01-01,2.2644956257811106,340,241,0
107434423,Blueground,downtown,central business district,47.610598,-122.3398258,Entire home/apt,157.0,31,2,2024-03-10,0.41,340,36,2
48646454,Isaac,northgate,haller lake,47.7101,-122.33211,Private room,60.0,1,114,2024-06-07,4.36,4,65,54
48646454,Isaac,northgate,haller lake,47.71195,-122.33176,Private room,74.0,1,118,2024-06-16,4.53,4,65,69
52880683,Lan,northgate,haller lake,47.725937,-122.330872,Entire home/apt,199.0,2,98,2024-06-14,4.02,1,287,56
82555495,Brian,capitol hill,stevens,47.61766,-122.3094,Entire home/apt,167.0,1,75,2024-06-16,3.94,2,349,57
42208598,Michelle,downtown,pike-market,47.608963,-122.339066,Entire home/apt,549.0,6,26,2024-05-13,1.05,1,82,11
9364055,Porpoise,other neighborhoods,laurelhurst,47.66504,-122.2813,Entire home/apt,300.0,3,42,2024-06-23,1.86,3,45,28
460561,Elizabeth,capitol hill,stevens,47.62665,-122.30324,Private room,99.0,2,57,2024-06-12,2.22,2,312,20
109283396,Alex,downtown,central business district,47.610607,-122.336502,Entire home/apt,218.0,2,97,2024-06-17,3.87,3,90,43
127220162,Jessica,other neighborhoods,fremont,47.65981,-122.34957,Entire home/apt,490.0,2,73,2024-06-01,3.12,1,303,29
25110157,Eva And Sid,capitol hill,broadway,47.61729,-122.317871,Entire home/apt,371.0,2,93,2024-06-09,3.56,33,88,33
457323851,Cynthia,downtown,central business district,47.60715814,-122.3386999,Entire home/apt,252.0,2,174,2024-06-22,7.31,1,263,85
357567003,Tugba,cascade,south lake union,47.62114,-122.343178,Entire home/apt,275.0,30,1,2022-12-23,0.05,3,53,0
6897415,Julie,queen anne,north queen anne,47.64763,-122.35902,Entire home/apt,171.0,2,106,2024-06-13,4.11,1,48,46
4656446,Air Concierge,central area,minor,47.615932,-122.303345,Entire home/apt,391.0,2,25,2024-06-16,1.02,15,221,13
362458577,Kenneth,other neighborhoods,south park,47.5276,-122.32589,Entire home/apt,200.0,2,30,2024-06-10,1.26,1,315,18
107434423,Blueground,cascade,south lake union,47.6205691,-122.3413499,Entire home/apt,123.0,31,1,2023-09-15,0.11,340,96,1
178324623,Dennis,seward park,seward park,47.55378,-122.27082,Entire home/apt,108.0,2,47,2023-12-25,1.88,1,50,19
386420269,Kathryn And Mike,downtown,belltown,47.61596,-122.34679,Entire home/apt,192.0,2,81,2024-06-05,3.2,30,180,26
93669300,Emma,other neighborhoods,fremont,47.65286,-122.34849,Entire home/apt,125.0,30,11,2024-06-22,0.47,1,262,5
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,297.0,30,4,2024-04-19,0.18,40,129,2
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,250.0,30,2,2023-12-29,0.09,40,305,1
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,220.0,30,0,1900-01-01,2.2644956257811106,40,289,0
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,462.0,30,0,1900-01-01,2.2644956257811106,40,365,0
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,540.0,30,0,1900-01-01,2.2644956257811106,40,365,0
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,570.0,30,1,2023-03-03,0.06,40,340,0
452014951,Level Seattle,cascade,south lake union,47.62063217,-122.3360901,Entire home/apt,300.0,30,1,2023-10-08,0.11,40,285,1
452014951,Level Seattle,cascade,south lake union,47.62175,-122.33657,Entire home/apt,300.0,30,1,2023-07-02,0.08,40,296,1
